,age,female,wealth,religiosity,ethsalience,rcblack,rcwhite,rccol,EDUC,RUSTAND,TRCKNOW,w
1532,29.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,2.970480043678998
1533,25.0,0.0,400.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.8046022106463042
1534,27.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,2.046240005973133
1535,23.0,0.0,100.0,5.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,1.539062406793632
1536,45.0,1.0,1200.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,2.1780043909577183
1537,27.0,0.0,15720.0,4.0,2.0,1.0,0.0,0.0,4.0,3.0,1.0,1.9184281919506214
1538,20.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,1.7574044061029406
1539,49.0,1.0,300.0,2.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.8664239724079417
1540,21.0,0.0,400.0,4.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.7943927202794647
1541,45.0,1.0,400.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.8367777826819018
1542,22.0,0.0,700.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8096029163424918
1543,56.0,0.0,100.0,6.0,3.0,1.0,0.0,0.0,2.0,4.0,1.0,3.6828314980085635
1544,32.0,1.0,300.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.1731060168940837
1545,20.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.172557061716677
1546,40.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,1.7630398060447492
1547,25.0,1.0,700.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.846365306625959
1548,24.0,0.0,300.0,6.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8114549792635946
1549,24.0,0.0,15820.0,2.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,2.131995241079911
1550,41.0,0.0,800.0,0.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.2945596982528373
1551,54.0,0.0,100.0,6.0,3.0,1.0,0.0,0.0,1.0,4.0,1.0,4.975226001964063
1552,23.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.5377508804748155
1553,70.0,1.0,1120.0,6.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,2.241461211924762
1554,21.0,0.0,15920.0,4.0,3.0,1.0,0.0,0.0,4.0,0.0,1.0,1.862533960647383
1555,20.0,0.0,700.0,4.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,2.250120753730711
1556,25.0,1.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.8348296107297082
1557,31.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,2.228064860833495
1558,50.0,0.0,800.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8108396955569652
1559,21.0,0.0,820.0,6.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.820885693611335
1560,32.0,0.0,800.0,6.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,1.8238378778649156
1561,22.0,0.0,900.0,5.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,1.7660708098122446
1562,20.0,1.0,100.0,2.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.880064239928962
1563,23.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,2.2317116576467826
1564,23.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,2.241853273423976
1565,28.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.8697259955283487
1566,42.0,0.0,700.0,5.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,1.5508646961938977
1567,41.0,1.0,800.0,6.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.8205787355589782
1568,53.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,3.0,4.0,0.0,1.4767274140332682
1569,24.0,1.0,800.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,2.1575370749957017
1570,24.0,1.0,800.0,4.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.8446191139583537
1571,49.0,0.0,15900.0,5.0,3.0,1.0,0.0,0.0,5.0,4.0,1.0,1.5703377118020767
1572,26.0,1.0,0.0,6.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.841391481778339
1573,49.0,1.0,15820.0,5.0,3.0,1.0,0.0,0.0,7.0,4.0,1.0,1.1768056620878191
1574,39.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,1.5409493759327955
1575,20.0,1.0,300.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.8757870976384217
1576,51.0,0.0,800.0,6.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,1.781234067866066
1577,33.0,0.0,1320.0,5.0,3.0,1.0,0.0,0.0,6.0,1.0,0.0,2.809234149949602
1578,21.0,0.0,300.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,1.4817297839370258
1579,23.0,0.0,300.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.246805275318778
1580,30.0,1.0,100.0,2.0,3.0,1.0,0.0,0.0,6.0,2.0,0.0,3.5002779542007123
1581,39.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,3.7681649114353872
1582,79.0,0.0,900.0,6.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,2.7619002046381795
1583,78.0,0.0,900.0,6.0,3.0,1.0,0.0,0.0,3.0,4.0,0.0,1.5673587088944967
1584,43.0,0.0,700.0,4.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,2.239509022982922
1585,23.0,1.0,16020.0,5.0,3.0,1.0,0.0,0.0,7.0,3.0,1.0,1.1776501239659973
1586,47.0,1.0,15700.0,5.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,2.262757801830757
1587,20.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8109760767773604
1588,25.0,0.0,700.0,4.0,3.0,1.0,0.0,0.0,5.0,1.0,1.0,1.8427536305253986
1589,43.0,0.0,15800.0,3.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.1523741543258157
1590,35.0,1.0,300.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.8908163956960071
1591,81.0,0.0,720.0,5.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,2.7884043192787007
1592,22.0,0.0,100.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,2.2533588479321254
1593,32.0,1.0,820.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.8322608831413136
1594,32.0,0.0,15900.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.1635441455409006
1595,50.0,0.0,700.0,6.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8273347586388846
1596,21.0,1.0,920.0,0.0,3.0,1.0,0.0,0.0,6.0,1.0,1.0,1.4023367452702626
1597,32.0,0.0,420.0,4.0,2.0,1.0,0.0,0.0,4.0,3.0,1.0,2.330765368179317
1598,21.0,0.0,400.0,4.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,1.748025278421439
1599,23.0,1.0,700.0,3.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.8566075185190412
1600,21.0,1.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.836068224930024
1601,53.0,0.0,700.0,4.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,1.7625020400298117
1602,21.0,0.0,500.0,4.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,2.255760529714878
1603,65.0,1.0,800.0,4.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,1.811880866807023
1604,38.0,1.0,800.0,5.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,2.230132087516812
1605,40.0,1.0,400.0,5.0,3.0,1.0,0.0,0.0,2.0,4.0,1.0,2.8378411227086184
1606,39.0,1.0,800.0,6.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,2.2177490649374967
1607,42.0,1.0,500.0,5.0,3.0,1.0,0.0,0.0,6.0,1.0,0.0,3.623359758599389
1608,23.0,1.0,800.0,6.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.8260715955149434
1609,51.0,1.0,100.0,5.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,1.3663046640995529
1610,63.0,1.0,16220.0,5.0,3.0,1.0,0.0,0.0,7.0,1.0,1.0,1.17418507836948
1611,58.0,1.0,400.0,4.0,3.0,1.0,0.0,0.0,2.0,4.0,0.0,1.5416108719840989
1612,26.0,1.0,16000.0,3.0,3.0,1.0,0.0,0.0,6.0,1.0,1.0,1.2688715610460093
1613,43.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,3.0,4.0,0.0,1.5417519679468672
1614,56.0,0.0,1320.0,6.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.187938180468505
1615,26.0,0.0,100.0,5.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,2.853011219574304
1616,32.0,0.0,800.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8054481182183744
1617,33.0,1.0,100.0,2.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,2.141768913303564
1618,19.0,1.0,700.0,0.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.8874257622611401
1619,66.0,0.0,800.0,3.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,2.2399140934239252
1620,41.0,0.0,1220.0,4.0,2.0,1.0,0.0,0.0,6.0,3.0,1.0,1.59333021591681
1621,21.0,0.0,400.0,4.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.7943927202794647
1622,40.0,0.0,400.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.1253310048601666
1623,18.0,1.0,300.0,5.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,2.1802820365521645
1624,43.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8179190353279557
1625,56.0,0.0,300.0,4.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,1.2473271308355314
1626,61.0,0.0,800.0,6.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,2.200853868344001
1627,68.0,0.0,800.0,6.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,1.2572155046082591
1628,70.0,0.0,700.0,6.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.2567799823231058
1629,43.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,1.692384952664023
1630,61.0,1.0,1220.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,2.1591237429940207
1631,50.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,2.2194469331412265
1632,38.0,0.0,820.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.8168024973011105
1633,62.0,0.0,820.0,5.0,3.0,1.0,0.0,0.0,2.0,4.0,0.0,1.375912974539189
1634,27.0,0.0,1100.0,6.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.207228107766136
1635,54.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,1.550140023904043
1636,51.0,0.0,100.0,6.0,3.0,1.0,0.0,0.0,2.0,4.0,0.0,1.3720503878124661
1637,50.0,1.0,100.0,5.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,1.542160622502051
1638,34.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.5505732525666702
1639,40.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,2.9404358801011807
1640,30.0,0.0,1120.0,6.0,2.0,1.0,0.0,0.0,4.0,3.0,1.0,2.280011381980237
1641,26.0,0.0,400.0,5.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,1.5118900848198324
1642,41.0,1.0,400.0,6.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,2.2268696215767694
1643,19.0,1.0,800.0,5.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,2.2388255280381233
1644,47.0,1.0,15820.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.574324812021173
1645,19.0,1.0,920.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,1.77383965962794
1646,52.0,1.0,820.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,1.9282598325646518
1647,21.0,0.0,700.0,6.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,2.2217625594495822
1648,22.0,1.0,700.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,2.1936069373303715
1649,25.0,0.0,800.0,6.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,1.7737416868394895
1650,59.0,1.0,700.0,2.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,2.265714058599883
1651,40.0,1.0,800.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.768882060778516
1652,48.0,0.0,100.0,6.0,3.0,1.0,0.0,0.0,3.0,4.0,0.0,1.5502567105376919
1653,28.0,1.0,100.0,5.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.79622013923896
1654,28.0,0.0,800.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.24338694250336
1655,44.0,0.0,700.0,3.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,1.7514328938415522
1656,63.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,1.7576875553009506
1657,42.0,1.0,15500.0,6.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.749104450136684
1658,22.0,1.0,500.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.870884927610083
1659,24.0,1.0,800.0,1.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.8737097502035642
1660,29.0,1.0,800.0,2.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.1596842311968127
1661,39.0,1.0,800.0,4.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,2.1905663956093546
1662,25.0,1.0,800.0,6.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.8254594664957327
1663,44.0,1.0,800.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,2.255423117083045
1664,37.0,0.0,700.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,1.814116561224038
1665,35.0,1.0,720.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.8428234023434964
1666,24.0,0.0,500.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.8062656710835008
1667,30.0,1.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.8332839230956708
1668,31.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.8142892382095306
1669,78.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,1.3665099819396487
1670,32.0,1.0,900.0,0.0,3.0,1.0,0.0,0.0,6.0,3.0,0.0,3.4944187972871354
1671,43.0,0.0,400.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,2.93409721882229
1672,33.0,1.0,700.0,5.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,1.8343879310004587
1673,46.0,0.0,800.0,6.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,2.78793274434327
1674,27.0,0.0,15300.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,2.094012185044846
1675,20.0,1.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,2.195631403631125
1676,19.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.7950304228512182
1677,36.0,1.0,500.0,2.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.1542311292807663
1678,43.0,1.0,800.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.7697374793998992
1679,22.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8115774654713306
1680,70.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,1.2272105030649731
1681,57.0,0.0,1220.0,4.0,2.0,1.0,0.0,0.0,6.0,4.0,0.0,2.6954267388108066
1682,39.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.344025909548541
1683,49.0,0.0,1120.0,6.0,3.0,1.0,0.0,0.0,6.0,3.0,1.0,1.5459381815562454
1684,19.0,1.0,800.0,6.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,2.0717672319783005
1685,22.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,1.5004942452396244
1686,57.0,1.0,300.0,2.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.8638587030432188
1687,19.0,1.0,500.0,6.0,3.0,1.0,0.0,0.0,5.0,1.0,0.0,2.77668804840676
1688,28.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,5.0,2.0,0.0,2.1121413109321208
1689,53.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0774147841059145
1690,25.0,0.0,100.0,5.0,3.0,1.0,0.0,0.0,1.0,4.0,1.0,5.06379694555059
1691,28.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,3.0,4.0,0.0,1.7942829541282506
1692,23.0,0.0,400.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,1.7772361786328859
1693,27.0,0.0,800.0,6.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.8223125414323058
1694,51.0,0.0,400.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.5364332923941906
1695,41.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8173129474542076
1696,29.0,0.0,1100.0,6.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.828958135694266
1697,30.0,1.0,16120.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.6070587947461679
1698,24.0,1.0,15800.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.5795240114899731
1699,44.0,1.0,900.0,2.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,1.3969793810695224
1700,41.0,0.0,400.0,3.0,3.0,0.0,0.0,1.0,3.0,4.0,0.0,1.268725133806512
1701,47.0,0.0,16200.0,5.0,3.0,0.0,0.0,1.0,4.0,1.0,1.0,2.668493507770344
1702,35.0,0.0,300.0,6.0,3.0,0.0,0.0,1.0,4.0,2.0,0.0,1.4096729882538495
1703,43.0,0.0,16120.0,6.0,3.0,0.0,0.0,1.0,4.0,1.0,1.0,2.6554369134635483
1704,19.0,1.0,16200.0,3.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.8549750676625232
1705,29.0,1.0,16220.0,5.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.8781706168164123
1706,32.0,1.0,100.0,6.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.6003822765737685
1707,56.0,1.0,16220.0,5.0,3.0,0.0,0.0,1.0,1.0,4.0,0.0,1.2732659840010914
1708,50.0,0.0,16220.0,6.0,3.0,0.0,0.0,1.0,4.0,3.0,1.0,2.647130239925918
1709,26.0,1.0,1120.0,5.0,3.0,0.0,0.0,1.0,4.0,3.0,1.0,2.6468320008599524
1710,19.0,0.0,1100.0,4.0,3.0,0.0,0.0,1.0,4.0,1.0,0.0,1.405995273857176
1711,23.0,1.0,16220.0,6.0,3.0,0.0,0.0,1.0,6.0,3.0,0.0,2.94271085165562
1712,20.0,1.0,16020.0,5.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.7722828528338108
1713,33.0,0.0,920.0,6.0,3.0,0.0,0.0,1.0,3.0,4.0,0.0,1.2806906719183189
1714,42.0,1.0,1420.0,0.0,2.0,0.0,0.0,1.0,4.0,3.0,0.0,1.5476089043675576
1715,46.0,0.0,820.0,6.0,3.0,0.0,0.0,1.0,3.0,3.0,0.0,1.2813601929434226
1716,48.0,1.0,1120.0,5.0,3.0,0.0,0.0,1.0,4.0,3.0,1.0,2.6334580793026667
1717,31.0,0.0,15700.0,6.0,2.0,0.0,0.0,1.0,4.0,4.0,0.0,1.5605231019065369
1718,50.0,0.0,1220.0,6.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.4212934249182492
1719,40.0,0.0,16300.0,5.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.5992480315712514
1720,49.0,0.0,16320.0,6.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.6083717048046215
1721,19.0,1.0,1120.0,0.0,3.0,0.0,0.0,1.0,4.0,1.0,1.0,2.7469743865307623
1722,41.0,0.0,1100.0,6.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.418664817814504
1723,66.0,0.0,1120.0,6.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,1.2855326448401858
1724,44.0,1.0,920.0,1.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.581465473786278
1725,19.0,0.0,16220.0,6.0,3.0,0.0,0.0,1.0,6.0,1.0,1.0,1.7600199245001649
1726,42.0,1.0,1320.0,6.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.620789153743978
1727,19.0,1.0,16420.0,1.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.8403818815624413
1728,66.0,0.0,720.0,5.0,3.0,0.0,0.0,1.0,4.0,1.0,0.0,1.4139696513420676
1729,22.0,1.0,16320.0,3.0,3.0,0.0,0.0,1.0,4.0,0.0,1.0,2.1649147535712636
1730,22.0,0.0,820.0,4.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,3.793805986975687
1731,33.0,1.0,16320.0,3.0,3.0,0.0,0.0,1.0,6.0,2.0,1.0,1.5292130087886417
1732,21.0,0.0,15920.0,6.0,3.0,0.0,0.0,1.0,4.0,2.0,0.0,1.5962525221005592
1733,40.0,1.0,16220.0,5.0,3.0,0.0,0.0,1.0,4.0,2.0,0.0,1.8817582948032439
1734,22.0,0.0,16420.0,4.0,3.0,0.0,0.0,1.0,6.0,1.0,1.0,1.7727347189799647
1735,36.0,0.0,1220.0,6.0,3.0,0.0,0.0,1.0,4.0,3.0,1.0,3.3859914112451217
1736,48.0,0.0,1100.0,6.0,3.0,0.0,0.0,1.0,4.0,0.0,1.0,3.382356521847563
1737,53.0,0.0,1120.0,5.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.4160136475911378
1738,26.0,0.0,16320.0,5.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.5964370892409654
1739,22.0,1.0,1120.0,6.0,3.0,0.0,0.0,1.0,4.0,1.0,0.0,1.6132095661417623
1740,48.0,0.0,16320.0,3.0,3.0,0.0,0.0,1.0,4.0,1.0,1.0,2.700976205012377
1741,65.0,0.0,700.0,5.0,3.0,0.0,0.0,1.0,4.0,1.0,1.0,3.417709115701774
1742,31.0,0.0,15920.0,6.0,3.0,0.0,0.0,1.0,6.0,2.0,1.0,1.7621967715361933
1743,43.0,0.0,16320.0,6.0,3.0,0.0,0.0,1.0,6.0,3.0,1.0,1.75145645777817
1744,21.0,0.0,16420.0,4.0,3.0,0.0,0.0,1.0,4.0,1.0,1.0,2.6946670141765727
1745,33.0,0.0,1220.0,6.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.4186472269479211
1746,39.0,0.0,16220.0,4.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.591149358693243
1747,37.0,0.0,700.0,5.0,3.0,0.0,0.0,1.0,4.0,1.0,0.0,1.4093443850826022
1748,50.0,0.0,400.0,5.0,3.0,0.0,0.0,1.0,3.0,3.0,0.0,1.2757789969931357
1749,41.0,0.0,16120.0,4.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.59014841312444
1750,19.0,0.0,1220.0,6.0,3.0,0.0,0.0,1.0,4.0,3.0,1.0,3.4010728574443156
1751,20.0,1.0,16320.0,1.0,3.0,0.0,0.0,1.0,6.0,1.0,0.0,2.8385384437290146
1752,35.0,1.0,16320.0,3.0,3.0,0.0,0.0,1.0,6.0,3.0,0.0,2.890999550185303
1753,46.0,0.0,1420.0,5.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,4.542353872920578
1754,38.0,0.0,16420.0,3.0,2.0,0.0,0.0,1.0,6.0,1.0,1.0,1.8250419003859921
1755,20.0,0.0,700.0,1.0,3.0,0.0,0.0,1.0,4.0,4.0,1.0,3.5719113432468146
1756,38.0,1.0,16220.0,5.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.881104901267975
1757,21.0,0.0,16320.0,6.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.5338557565372928
1758,32.0,0.0,16420.0,4.0,3.0,0.0,0.0,1.0,4.0,1.0,1.0,2.687771791781043
1759,57.0,0.0,1200.0,4.0,3.0,0.0,0.0,1.0,4.0,4.0,0.0,1.4127581830673672
1760,64.0,0.0,16020.0,6.0,3.0,0.0,0.0,1.0,3.0,4.0,0.0,1.4101694343580906
1761,29.0,0.0,15820.0,5.0,3.0,0.0,0.0,1.0,4.0,4.0,1.0,2.6952823171511975
1762,20.0,1.0,16220.0,5.0,3.0,0.0,0.0,1.0,4.0,0.0,1.0,2.142535791000928
1763,34.0,1.0,16320.0,3.0,3.0,0.0,0.0,1.0,6.0,3.0,1.0,1.5290168958390378
1764,43.0,1.0,1220.0,5.0,3.0,0.0,0.0,1.0,3.0,3.0,0.0,1.4137124490894282
1765,21.0,1.0,16420.0,5.0,3.0,0.0,0.0,1.0,4.0,1.0,1.0,2.136561690860313
1766,50.0,1.0,16120.0,5.0,3.0,0.0,0.0,1.0,4.0,1.0,0.0,1.8828792740290186
1767,38.0,0.0,820.0,5.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.4106948954446412
1768,33.0,0.0,700.0,5.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,1.1259231243459484
1769,38.0,0.0,1220.0,5.0,2.0,0.0,0.0,1.0,4.0,3.0,0.0,1.390509845017131
1770,31.0,1.0,16320.0,3.0,3.0,0.0,0.0,1.0,4.0,4.0,1.0,2.16103531623766
1771,39.0,1.0,16200.0,4.0,2.0,0.0,0.0,1.0,4.0,4.0,0.0,1.8202683011048053
1772,30.0,1.0,300.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,1.2658413287953671
1773,46.0,1.0,15800.0,4.0,3.0,0.0,0.0,1.0,3.0,3.0,0.0,1.5841488607265175
1774,28.0,0.0,500.0,4.0,3.0,0.0,0.0,1.0,4.0,4.0,0.0,1.401441436709087
1775,51.0,0.0,15500.0,5.0,3.0,0.0,0.0,1.0,3.0,4.0,0.0,1.3985359014790513
1776,33.0,0.0,800.0,3.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.40058870097566
1777,51.0,0.0,300.0,5.0,3.0,0.0,0.0,1.0,3.0,3.0,0.0,1.2752100189659659
1778,20.0,0.0,800.0,4.0,3.0,0.0,0.0,1.0,4.0,3.0,1.0,3.4802291141595343
1779,63.0,1.0,1100.0,5.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.3469696709886871
